@RELATION user-attraction

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC

@DATA
429361,6325821,5,20131201092410
5453641,6325821,5,20131128151619
78835936,24833,4,20140701101711
739287,24833,5,20140608011915
207204,24833,4,20140605184112
78249406,24833,5,20140525221637
66861021,24833,4,20140504113307
31730092,24833,3,20140502113249
86736070,24833,5,20140418102354
65617632,24833,4,20140412193352
55752394,24833,1,20140324155608
87402390,24833,5,20140316140938
63390766,24833,4,20140304123913
10147928,24833,3,20140226180511
19613538,24833,4,20140208164226
17070817,24833,3,20140129154704
52861752,24833,5,20140128154014
52964357,5427378,4,20150503214042
17450462,5427378,4,20140629033354
13028757,5427378,5,20131129101000
41394911,5427378,5,20131014192417
286264,6588427,5,20150921090320
17420556,6588427,5,20150908164317
49365450,6588427,5,20150827161930
215866,6588427,3,20150819034516
19580984,6588427,4,20150814145648
10953657,6588427,3,20150811152730
5690440,6588427,5,20150721172907
45500611,6588427,5,20150620214730
82952592,6588427,3,20150619233807
5246512,6588427,4,20150605130436
89327496,6588427,4,20150528151241
90381429,6588427,5,20150513093037
86731366,6588427,5,20150323111755
51765715,6588427,4,20150306140015
60280435,6588427,4,20150306110808
5500362,18596,4,20140513141609
77671772,18596,4,20140510174524
66861021,18596,4,20140504113418
73249852,18596,5,20140502231800
17564295,18596,5,20140426023106
19083211,18596,5,20140415133410
5714209,18596,5,20140330222917
55752394,18596,5,20140324155515
364868,18596,1,20140318103540
484685,18596,5,20140313104947
312888,18596,4,20140303173757
591738,18596,5,20140225172154
5392367,18596,5,20140219112712
573132,18596,4,20140213183943
5537427,18596,3,20140210175510
775631,24850,4,20150128094744
69229629,24850,5,20150124190830
5741762,24850,4,20150119150918
793939,24850,4,20150111160542
88316611,24850,4,20150108104347
17342346,24850,4,20150107111540
83411829,24850,4,20150106052902
80276583,24850,5,20150105150542
75381698,24850,3,20141229170535
79255319,24850,4,20141227224509
38863656,24850,4,20141227223720
812890,24850,5,20141226140314
19538305,24850,4,20141225082230
30691190,24850,5,20141211135701
17583631,24850,5,20141211132112
17694670,6325821,4,20140512150736
17270980,6325821,4,20140511193955
75397996,6325821,4,20140511191900
74887437,6325821,4,20140511155548
19045237,6325821,5,20140510120758
17374035,6325821,4,20140507110902
864853,6325821,5,20140505122955
355115,6325821,4,20140504152720
5361561,6325821,3,20140504133212
19891863,6325821,3,20140504011448
84606760,6325821,4,20140424160312
17188386,6325821,3,20140403132039
379837,6325821,4,20140328010329
76070994,6325821,5,20140321031424
17352839,6325821,3,20140319173223
50473920,24833,3,20140730205615
19185372,24833,4,20140730164401
385069,24833,4,20140730150638
82478566,24833,3,20140730135642
45791304,24833,3,20140730123608
17316552,24833,4,20140730100008
5207824,24833,4,20140725172714
17450462,24833,3,20140721221830
917724,24833,3,20140714163726
31730092,24833,4,20140710175556
38414573,24833,4,20140709152146
17303238,24833,5,20140707003027
462357,24833,2,20140703203812
5710837,24833,5,20140702195958
938667,24833,5,20140702145409
58555422,6588427,5,20160411104548
55874624,6588427,3,20160331090355
77671772,6588427,4,20160311184250
62014690,6588427,5,20160308100645
93077508,6588427,5,20160217164854
71612255,6588427,4,20160203055309
44331731,6588427,4,20160201112123
74466223,6588427,5,20160130082115
79365808,6588427,5,20160123193310
266064,6588427,3,20160118095311
5587020,6588427,5,20151223192848
19008708,6588427,4,20151116100137
391895,6588427,3,20151109171315
53255584,6588427,4,20151020195501
5283686,6588427,4,20151009202556
63003352,18596,4,20140723183313
40621273,18596,4,20140722123444
17450462,18596,3,20140721222028
841433,18596,5,20140717070046
57574161,18596,5,20140716161329
82582358,18596,5,20140711224458
40885503,18596,5,20140704161129
5710837,18596,5,20140702195809
938667,18596,5,20140702145226
78835936,18596,4,20140701101524
34912863,18596,5,20140615134600
50856079,18596,4,20140605000401
626591,18596,5,20140529141731
855165,18596,3,20140523162821
50897981,18596,5,20140516221601
81350966,24850,4,20150611202329
84851110,24850,3,20150611195639
74639338,24850,4,20150611165207
